Individual ,Temp.rearing,Rearing.T.value,Temp.treatment,Temp.value,Group,Dispersed,Sex,Length
I2,lab,27,opt,33,21-May,0,M,0.326666667
I2,lab,27,opt,33,21-May,0,M,0.279333333
I2,lab,27,opt,33,21-May,0,M,0.262666667
I2,lab,27,opt,33,21-May,0,M,0.249666667
I2,lab,27,opt,33,21-May,0,F,0.309333333
I2,lab,27,opt,33,21-May,0,F,0.352666667
I2,lab,27,opt,33,21-May,0,F,0.317333333
I2,lab,27,opt,33,21-May,0,F,0.323333333
I3,lab,27,opt,33,21-May,0,M,0.283
I3,lab,27,opt,33,21-May,0,M,0.285666667
I3,lab,27,opt,33,21-May,0,M,0.252
I3,lab,27,opt,33,21-May,0,M,0.286666667
I3,lab,27,opt,33,21-May,0,M,0.311666667
I3,lab,27,opt,33,21-May,0,F,0.318
I3,lab,27,opt,33,21-May,0,F,0.329666667
I3,lab,27,opt,33,21-May,0,F,0.316333333
I3,lab,27,opt,33,21-May,0,F,0.309666667
I3,lab,27,opt,33,21-May,0,F,0.346333333
I4,lab,27,opt,33,21-May,0,M,0.268666667
I4,lab,27,opt,33,21-May,0,M,0.257333333
I4,lab,27,opt,33,21-May,0,M,0.255333333
I4,lab,27,opt,33,21-May,0,M,0.259333333
I4,lab,27,opt,33,21-May,0,M,0.271333333
I4,lab,27,opt,33,21-May,0,F,0.271333333
I4,lab,27,opt,33,21-May,0,F,0.303666667
I4,lab,27,opt,33,21-May,0,F,0.346666667
I4,lab,27,opt,33,21-May,0,F,0.331
I4,lab,27,opt,33,21-May,0,F,0.312
D1,lab,27,opt,33,21-May,1,M,0.284666667
D1,lab,27,opt,33,21-May,1,F,0.319
D1,lab,27,opt,33,21-May,1,F,0.322333333
D2,lab,27,opt,33,21-May,1,F,0.366333333
I1,low,22,lab,27,04-Jun,0,M,0.287333333
I1,low,22,lab,27,04-Jun,0,M,0.288666667
I1,low,22,lab,27,04-Jun,0,M,0.328333333
I1,low,22,lab,27,04-Jun,0,F,0.333
I1,low,22,lab,27,04-Jun,0,F,0.337333333
I1,low,22,lab,27,04-Jun,0,F,0.353
I2,low,22,lab,27,04-Jun,0,M,0.282666667
I2,low,22,lab,27,04-Jun,0,M,0.307666667
I2,low,22,lab,27,04-Jun,0,M,0.337
I2,low,22,lab,27,04-Jun,0,M,0.272666667
I2,low,22,lab,27,04-Jun,0,F,0.315
I2,low,22,lab,27,04-Jun,0,F,0.333666667
I2,low,22,lab,27,04-Jun,0,F,0.357
I2,low,22,lab,27,04-Jun,0,F,0.336333333
I3,low,22,lab,27,04-Jun,0,M,0.317333333
I3,low,22,lab,27,04-Jun,0,M,0.29
I3,low,22,lab,27,04-Jun,0,M,0.315666667
I3,low,22,lab,27,04-Jun,0,M,0.303333333
I3,low,22,lab,27,04-Jun,0,M,0.349333333
I3,low,22,lab,27,04-Jun,0,F,0.342333333
I3,low,22,lab,27,04-Jun,0,F,0.348333333
I3,low,22,lab,27,04-Jun,0,F,0.34
I3,low,22,lab,27,04-Jun,0,F,0.333666667
I4,low,22,lab,27,04-Jun,0,M,0.288666667
I4,low,22,lab,27,04-Jun,0,M,0.304333333
I4,low,22,lab,27,04-Jun,0,M,0.283
I4,low,22,lab,27,04-Jun,0,M,0.318333333
I4,low,22,lab,27,04-Jun,0,F,0.302333333
I4,low,22,lab,27,04-Jun,0,F,0.408666667
I4,low,22,lab,27,04-Jun,0,F,0.345333333
D1,low,22,lab,27,04-Jun,1,M,0.301
D1,low,22,lab,27,04-Jun,1,M,0.311333333
D1,low,22,lab,27,04-Jun,1,F,0.37
D1,low,22,lab,27,04-Jun,1,F,0.329
D2,low,22,lab,27,04-Jun,1,M,0.360333333
D2,low,22,lab,27,04-Jun,1,F,0.317333333
D3,low,22,lab,27,04-Jun,1,F,0.340333333
D4,low,22,lab,27,04-Jun,1,M,0.295
D4,low,22,lab,27,04-Jun,1,F,0.344
D4,low,22,lab,27,04-Jun,1,F,0.352
I1,low,22,high,37,04-Jun,0,M,0.335333333
I1,low,22,high,37,04-Jun,0,M,0.294666667
I1,low,22,high,37,04-Jun,0,M,0.269666667
I1,low,22,high,37,04-Jun,0,M,0.315
I1,low,22,high,37,04-Jun,0,F,0.391666667
I1,low,22,high,37,04-Jun,0,F,0.338666667
I1,low,22,high,37,04-Jun,0,F,0.348333333
I2,low,22,high,37,04-Jun,0,M,0.32
I2,low,22,high,37,04-Jun,0,M,0.279666667
I2,low,22,high,37,04-Jun,0,M,0.293333333
I2,low,22,high,37,04-Jun,0,M,0.308
I2,low,22,high,37,04-Jun,0,M,0.307
I2,low,22,high,37,04-Jun,0,F,0.320333333
I2,low,22,high,37,04-Jun,0,F,0.366333333
I2,low,22,high,37,04-Jun,0,F,0.343333333
I2,low,22,high,37,04-Jun,0,F,0.346
I3,low,22,high,37,04-Jun,0,M,0.301666667
I3,low,22,high,37,04-Jun,0,M,0.306
I3,low,22,high,37,04-Jun,0,M,0.312666667
I3,low,22,high,37,04-Jun,0,M,0.301
I3,low,22,high,37,04-Jun,0,F,0.298666667
I3,low,22,high,37,04-Jun,0,F,0.333333333
I4,low,22,high,37,04-Jun,0,M,0.329333333
I4,low,22,high,37,04-Jun,0,M,0.317333333
I4,low,22,high,37,04-Jun,0,M,0.301
I4,low,22,high,37,04-Jun,0,F,0.368333333
I4,low,22,high,37,04-Jun,0,F,0.307
I4,low,22,high,37,04-Jun,0,F,0.321
D1,low,22,high,37,04-Jun,1,M,0.286666667
D1,low,22,high,37,04-Jun,1,F,0.342
D1,low,22,high,37,04-Jun,1,F,0.370666667
D2,low,22,high,37,04-Jun,1,F,0.351333333
D3,low,22,high,37,04-Jun,1,M,0.281666667
D3,low,22,high,37,04-Jun,1,F,0.329666667
D3,low,22,high,37,04-Jun,1,F,0.353333333
D3,low,22,high,37,04-Jun,1,F,0.336
D4,low,22,high,37,04-Jun,1,M,0.232
D4,low,22,high,37,04-Jun,1,M,0.322666667
D4,low,22,high,37,04-Jun,1,F,0.342333333
D4,low,22,high,37,04-Jun,1,F,0.33
I1,low,22,opt,33,04-Jun,0,M,0.270666667
I1,low,22,opt,33,04-Jun,0,M,0.284
I1,low,22,opt,33,04-Jun,0,M,0.333666667
I1,low,22,opt,33,04-Jun,0,M,0.274
I1,low,22,opt,33,04-Jun,0,F,0.351333333
I1,low,22,opt,33,04-Jun,0,F,0.365333333
I1,low,22,opt,33,04-Jun,0,F,0.283666667
I1,low,22,opt,33,04-Jun,0,F,0.333333333
I2,low,22,opt,33,04-Jun,0,M,0.291333333
I2,low,22,opt,33,04-Jun,0,M,0.297333333
I2,low,22,opt,33,04-Jun,0,M,0.280666667
I2,low,22,opt,33,04-Jun,0,M,0.277666667
I2,low,22,opt,33,04-Jun,0,F,0.325666667
I2,low,22,opt,33,04-Jun,0,F,0.334
I3,low,22,opt,33,04-Jun,0,M,0.302666667
I3,low,22,opt,33,04-Jun,0,M,0.281333333
I3,low,22,opt,33,04-Jun,0,M,0.311666667
I3,low,22,opt,33,04-Jun,0,M,0.312333333
I3,low,22,opt,33,04-Jun,0,M,0.273333333
I3,low,22,opt,33,04-Jun,0,F,0.353
I3,low,22,opt,33,04-Jun,0,F,0.338666667
I3,low,22,opt,33,04-Jun,0,F,0.354666667
I3,low,22,opt,33,04-Jun,0,F,0.331
I4,low,22,opt,33,04-Jun,0,M,0.286333333
I4,low,22,opt,33,04-Jun,0,M,0.302
I4,low,22,opt,33,04-Jun,0,M,0.285666667
I4,low,22,opt,33,04-Jun,0,F,0.324
I4,low,22,opt,33,04-Jun,0,F,0.351666667
D1,low,22,opt,33,04-Jun,1,M,0.357
D1,low,22,opt,33,04-Jun,1,F,0.369333333
D2,low,22,opt,33,04-Jun,1,M,0.329666667
D2,low,22,opt,33,04-Jun,1,F,0.322
D2,low,22,opt,33,04-Jun,1,F,0.303
D2,low,22,opt,33,04-Jun,1,F,0.35
D3,low,22,opt,33,04-Jun,1,F,0.345333333
D4,low,22,opt,33,04-Jun,1,M,0.274333333
D4,low,22,opt,33,04-Jun,1,M,0.298333333
D4,low,22,opt,33,04-Jun,1,F,0.377666667
D4,low,22,opt,33,04-Jun,1,F,0.365666667
D4,low,22,opt,33,04-Jun,1,F,0.323333333
I1,low,22,low,22,04-Jun,0,M,0.280666667
I1,low,22,low,22,04-Jun,0,M,0.288666667
I1,low,22,low,22,04-Jun,0,M,0.274333333
I1,low,22,low,22,04-Jun,0,M,0.277666667
I1,low,22,low,22,04-Jun,0,F,0.345333333
I1,low,22,low,22,04-Jun,0,F,0.370666667
I1,low,22,low,22,04-Jun,0,F,0.333333333
I1,low,22,low,22,04-Jun,0,F,0.391666667
I2,low,22,low,22,04-Jun,0,M,0.303333333
I2,low,22,low,22,04-Jun,0,M,0.282
I2,low,22,low,22,04-Jun,0,M,0.293
I2,low,22,low,22,04-Jun,0,M,0.276333333
I2,low,22,low,22,04-Jun,0,M,0.312666667
I2,low,22,low,22,04-Jun,0,F,0.370333333
I2,low,22,low,22,04-Jun,0,F,0.351666667
I3,low,22,low,22,04-Jun,0,M,0.313
I3,low,22,low,22,04-Jun,0,M,0.279
I3,low,22,low,22,04-Jun,0,M,0.316
I3,low,22,low,22,04-Jun,0,F,0.295
I3,low,22,low,22,04-Jun,0,F,0.330333333
I4,low,22,low,22,04-Jun,0,M,0.315666667
I4,low,22,low,22,04-Jun,0,M,0.327333333
I4,low,22,low,22,04-Jun,0,M,0.269
I4,low,22,low,22,04-Jun,0,M,0.278
I4,low,22,low,22,04-Jun,0,M,0.254666667
I4,low,22,low,22,04-Jun,0,F,0.381333333
I4,low,22,low,22,04-Jun,0,F,0.315333333
I4,low,22,low,22,04-Jun,0,F,0.330333333
D1,low,22,low,22,04-Jun,1,M,0.296
D1,low,22,low,22,04-Jun,1,F,0.377333333
D2,low,22,low,22,04-Jun,1,F,0.332
D2,low,22,low,22,04-Jun,1,F,0.337333333
D2,low,22,low,22,04-Jun,1,F,0.333
D3,low,22,low,22,04-Jun,1,M,0.328
D3,low,22,low,22,04-Jun,1,M,0.330333333
D3,low,22,low,22,04-Jun,1,F,0.348666667
D3,low,22,low,22,04-Jun,1,F,0.332333333
D3,low,22,low,22,04-Jun,1,F,0.369
D4,low,22,low,22,04-Jun,1,F,0.331
D4,low,22,low,22,04-Jun,1,F,0.293333333
I1,low,22,opt,33,05-Jun,0,M,0.325666667
I1,low,22,opt,33,05-Jun,0,M,0.250666667
I1,low,22,opt,33,05-Jun,0,M,0.256
I1,low,22,opt,33,05-Jun,0,M,0.302333333
I1,low,22,opt,33,05-Jun,0,M,0.268
I1,low,22,opt,33,05-Jun,0,F,0.317333333
I1,low,22,opt,33,05-Jun,0,F,0.318666667
I2,low,22,opt,33,05-Jun,0,M,0.288333333
I2,low,22,opt,33,05-Jun,0,M,0.283666667
I2,low,22,opt,33,05-Jun,0,M,0.286666667
I2,low,22,opt,33,05-Jun,0,M,0.27
I2,low,22,opt,33,05-Jun,0,F,0.318666667
I2,low,22,opt,33,05-Jun,0,F,0.330333333
I2,low,22,opt,33,05-Jun,0,F,0.296
I2,low,22,opt,33,05-Jun,0,F,0.325666667
I2,low,22,opt,33,05-Jun,0,F,0.342666667
I3,low,22,opt,33,05-Jun,0,M,0.299
I3,low,22,opt,33,05-Jun,0,M,0.309333333
I3,low,22,opt,33,05-Jun,0,M,0.306666667
I3,low,22,opt,33,05-Jun,0,F,0.329666667
I3,low,22,opt,33,05-Jun,0,F,0.317333333
I3,low,22,opt,33,05-Jun,0,F,0.334
I4,low,22,opt,33,05-Jun,0,M,0.296
I4,low,22,opt,33,05-Jun,0,M,0.257333333
I4,low,22,opt,33,05-Jun,0,M,0.292666667
I4,low,22,opt,33,05-Jun,0,M,0.352333333
I4,low,22,opt,33,05-Jun,0,F,0.311666667
I4,low,22,opt,33,05-Jun,0,F,0.349
I4,low,22,opt,33,05-Jun,0,F,0.345666667
I4,low,22,opt,33,05-Jun,0,F,0.343666667
I4,low,22,opt,33,05-Jun,0,F,0.321
D1,low,22,opt,33,05-Jun,1,F,0.332
D1,low,22,opt,33,05-Jun,1,F,0.306666667
D1,low,22,opt,33,05-Jun,1,F,0.309333333
D2,low,22,opt,33,05-Jun,1,M,0.331333333
D3,low,22,opt,33,05-Jun,1,M,0.306
D3,low,22,opt,33,05-Jun,1,M,0.281
D3,low,22,opt,33,05-Jun,1,F,0.325666667
D3,low,22,opt,33,05-Jun,1,F,0.317666667
D4,low,22,opt,33,05-Jun,1,M,0.317333333
I1,low,22,lab,27,05-Jun,0,M,0.311666667
I1,low,22,lab,27,05-Jun,0,M,0.276333333
I1,low,22,lab,27,05-Jun,0,M,0.290666667
I1,low,22,lab,27,05-Jun,0,M,0.347
I1,low,22,lab,27,05-Jun,0,M,0.288666667
I1,low,22,lab,27,05-Jun,0,F,0.340333333
I1,low,22,lab,27,05-Jun,0,F,0.338666667
I1,low,22,lab,27,05-Jun,0,F,0.371666667
I1,low,22,lab,27,05-Jun,0,F,0.33
I2,low,22,lab,27,05-Jun,0,M,0.310333333
I2,low,22,lab,27,05-Jun,0,M,0.305666667
I2,low,22,lab,27,05-Jun,0,M,0.275666667
I2,low,22,lab,27,05-Jun,0,M,0.303333333
I2,low,22,lab,27,05-Jun,0,F,0.312
I2,low,22,lab,27,05-Jun,0,F,0.325666667
I3,low,22,lab,27,05-Jun,0,M,0.278333333
I3,low,22,lab,27,05-Jun,0,M,0.303666667
I3,low,22,lab,27,05-Jun,0,M,0.313333333
I3,low,22,lab,27,05-Jun,0,M,0.333
I3,low,22,lab,27,05-Jun,0,F,0.356666667
I3,low,22,lab,27,05-Jun,0,F,0.341333333
I3,low,22,lab,27,05-Jun,0,F,0.356333333
I4,low,22,lab,27,05-Jun,0,M,0.304
I4,low,22,lab,27,05-Jun,0,M,0.317333333
I4,low,22,lab,27,05-Jun,0,M,0.288
I4,low,22,lab,27,05-Jun,0,M,0.307666667
I4,low,22,lab,27,05-Jun,0,F,0.301
I4,low,22,lab,27,05-Jun,0,F,0.360333333
I4,low,22,lab,27,05-Jun,0,F,0.383666667
I4,low,22,lab,27,05-Jun,0,F,0.33
I4,low,22,lab,27,05-Jun,0,F,0.332
D1,low,22,lab,27,05-Jun,1,F,0.323666667
D2,low,22,lab,27,05-Jun,1,M,0.306333333
D2,low,22,lab,27,05-Jun,1,F,0.314666667
D2,low,22,lab,27,05-Jun,1,F,0.362666667
D2,low,22,lab,27,05-Jun,1,F,0.399666667
D3,low,22,lab,27,05-Jun,1,M,0.296666667
D3,low,22,lab,27,05-Jun,1,F,0.325333333
D3,low,22,lab,27,05-Jun,1,F,0.331
D4,low,22,lab,27,05-Jun,1,M,0.353
I1,low,22,high,37,05-Jun,0,M,0.256
I1,low,22,high,37,05-Jun,0,M,0.296333333
I1,low,22,high,37,05-Jun,0,M,0.346666667
I1,low,22,high,37,05-Jun,0,F,0.322333333
I1,low,22,high,37,05-Jun,0,F,0.318666667
I1,low,22,high,37,05-Jun,0,F,0.343666667
I2,low,22,high,37,05-Jun,0,M,0.29
I2,low,22,high,37,05-Jun,0,M,0.304
I2,low,22,high,37,05-Jun,0,M,0.295666667
I2,low,22,high,37,05-Jun,0,M,0.282333333
I2,low,22,high,37,05-Jun,0,F,0.329333333
I2,low,22,high,37,05-Jun,0,F,0.345
I3,low,22,high,37,05-Jun,0,M,0.331333333
I3,low,22,high,37,05-Jun,0,M,0.315666667
I3,low,22,high,37,05-Jun,0,M,0.316333333
I3,low,22,high,37,05-Jun,0,M,0.241333333
I3,low,22,high,37,05-Jun,0,M,0.287
I3,low,22,high,37,05-Jun,0,F,0.319666667
I3,low,22,high,37,05-Jun,0,F,0.333
I3,low,22,high,37,05-Jun,0,F,0.320666667
I4,low,22,high,37,05-Jun,0,M,0.269
I4,low,22,high,37,05-Jun,0,M,0.347666667
I4,low,22,high,37,05-Jun,0,M,0.305666667
I4,low,22,high,37,05-Jun,0,M,0.305333333
I4,low,22,high,37,05-Jun,0,M,0.283666667
I4,low,22,high,37,05-Jun,0,F,0.332666667
I4,low,22,high,37,05-Jun,0,F,0.347666667
I4,low,22,high,37,05-Jun,0,F,0.320666667
I4,low,22,high,37,05-Jun,0,F,0.290666667
I4,low,22,high,37,05-Jun,0,F,0.351333333
D1,low,22,high,37,05-Jun,1,M,0.305666667
D1,low,22,high,37,05-Jun,1,M,0.313666667
D1,low,22,high,37,05-Jun,1,F,0.334
D1,low,22,high,37,05-Jun,1,F,0.327333333
D2,low,22,high,37,05-Jun,1,M,0.290333333
D2,low,22,high,37,05-Jun,1,F,0.327666667
D2,low,22,high,37,05-Jun,1,F,0.3
D2,low,22,high,37,05-Jun,1,F,0.337666667
D3,low,22,high,37,05-Jun,1,F,0.312333333
D3,low,22,high,37,05-Jun,1,F,0.320333333
I1,low,22,low,22,05-Jun,0,M,0.29
I1,low,22,low,22,05-Jun,0,M,0.285333333
I1,low,22,low,22,05-Jun,0,M,0.278333333
I1,low,22,low,22,05-Jun,0,M,0.276666667
I1,low,22,low,22,05-Jun,0,M,0.286333333
I1,low,22,low,22,05-Jun,0,F,0.267333333
I1,low,22,low,22,05-Jun,0,F,0.352
I1,low,22,low,22,05-Jun,0,F,0.345333333
I2,low,22,low,22,05-Jun,0,M,0.303666667
I2,low,22,low,22,05-Jun,0,M,0.298666667
I2,low,22,low,22,05-Jun,0,M,0.285
I2,low,22,low,22,05-Jun,0,M,0.279
I2,low,22,low,22,05-Jun,0,M,0.336666667
I2,low,22,low,22,05-Jun,0,F,0.312
I2,low,22,low,22,05-Jun,0,F,0.322
I2,low,22,low,22,05-Jun,0,F,0.312
I2,low,22,low,22,05-Jun,0,F,0.325
I3,low,22,low,22,05-Jun,0,M,0.324666667
I3,low,22,low,22,05-Jun,0,M,0.318666667
I3,low,22,low,22,05-Jun,0,M,0.306
I3,low,22,low,22,05-Jun,0,F,0.32
I4,low,22,low,22,05-Jun,0,M,0.295333333
I4,low,22,low,22,05-Jun,0,M,0.304333333
I4,low,22,low,22,05-Jun,0,M,0.291333333
I4,low,22,low,22,05-Jun,0,M,0.281
I4,low,22,low,22,05-Jun,0,F,0.341666667
I4,low,22,low,22,05-Jun,0,F,0.314
I4,low,22,low,22,05-Jun,0,F,0.312666667
I4,low,22,low,22,05-Jun,0,F,0.321
D1,low,22,low,22,05-Jun,1,F,0.317333333
D1,low,22,low,22,05-Jun,1,F,0.323333333
D2,low,22,low,22,05-Jun,1,M,0.282
D3,low,22,low,22,05-Jun,1,M,0.365333333
D3,low,22,low,22,05-Jun,1,M,0.333666667
D3,low,22,low,22,05-Jun,1,F,0.310666667
D3,low,22,low,22,05-Jun,1,F,0.321666667
D3,low,22,low,22,05-Jun,1,F,0.365
D3,low,22,low,22,05-Jun,1,F,0.320333333
D4,low,22,low,22,05-Jun,1,M,0.307666667
D4,low,22,low,22,05-Jun,1,F,0.346666667
